dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,execution_time
ACSF1,10,100,100,0.7599999904632568,0.75533573753388,0.7699999809265137,0.7705817574238627,0.7199999690055847,0.7148796233006759,0.7299999594688416,0.724750478753895,0.7099999785423279,0.6967042606516289,0.7099999785423279,0.7039774492793069,133.56735253334045
