dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,mean_trust_step_0,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,mean_trust_step_1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,mean_trust_step_2,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,mean_trust_step_3,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,mean_trust_step_4,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,mean_trust_step_5,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
DistalPhalanxOutlineAgeGroup,3,400,139,0.7553957104682922,0.7019129854419556,0.8057553956834532,0.807019432934163,0.3396667,0.7625899314880371,0.7656949328503581,0.7769784172661871,0.7779131449213993,0.346,0.7769784331321716,0.7269476372924649,0.7841726618705036,0.784301263102742,0.342,0.7482014298439026,0.6919327303766662,0.7841726618705036,0.7842079393039998,0.33366668,0.7482014298439026,0.7331538746755655,0.7913669064748201,0.7924476777839958,0.34033334,0.7410072088241577,0.6891068227354212,0.7913669064748201,0.7907061201404143,0.33533335,0.7410072088241577,0.739961162846735,0.7697841726618705,0.7694158762561706,768.1043584346771
PigArtPressure,52,104,208,0.12019231170415878,0.05661285738685119,0.6298076923076923,0.570839523724139,0.029230773,0.13942308723926544,0.11549561549561549,0.5865384615384616,0.5215178893108162,0.027173074,0.14903846383094788,0.13058227614679227,0.6923076923076923,0.6605342307265384,0.022096155,0.11057692766189575,0.04154456654456655,0.5336538461538461,0.47625236423759887,0.022557693,0.13461539149284363,0.11268965211272904,0.6105769230769231,0.5395430424276578,0.022384616,0.10096154361963272,0.048963613120693195,0.5961538461538461,0.5273899177745331,0.023557693,0.09615384787321091,0.07272667942916812,0.6490384615384616,0.6097000222000223,384.8989975452423
ShapeletSim,2,20,180,0.5166666507720947,0.47078503599067284,1.0,1.0,0.5355,0.5222222208976746,0.39710235239133823,0.9944444444444445,0.9944442729713879,0.5425,0.5666666626930237,0.5542857142857143,1.0,1.0,0.54649997,0.5555555820465088,0.5445344129554656,1.0,1.0,0.5025,0.5277777910232544,0.4791489361702128,0.9944444444444445,0.9944442729713879,0.51,0.5388889312744141,0.5377332219437483,0.9888888888888889,0.9888875169774047,0.525,0.5222222208976746,0.5045448726155422,0.9944444444444445,0.9944442729713879,45.467113971710205
WordSynonyms,25,267,638,0.5611284971237183,0.38908811816065614,0.5407523510971787,0.4865712517611382,0.049920008,0.5579937100410461,0.3745830197913773,0.5626959247648903,0.522530044598078,0.05332,0.568965494632721,0.3873861412775383,0.5391849529780565,0.49382408103623987,0.0596,0.5564263463020325,0.3749675590619569,0.5109717868338558,0.4347363635958992,0.051,0.5564263463020325,0.377554583409726,0.5407523510971787,0.5062935036924366,0.05356,0.568965494632721,0.36708501565661433,0.5360501567398119,0.4893105662955193,0.05092,0.5752350687980652,0.39572828967871815,0.5094043887147336,0.44160384288911425,554.8163678646088
Yoga,2,300,3000,0.8643333315849304,0.863376956850952,0.793,0.7932505567560546,0.519,0.7960000038146973,0.79581623461115,0.78,0.778820388622923,0.4945,0.8443333506584167,0.8439688271768213,0.7743333333333333,0.7744266269432798,0.5045,0.8303333520889282,0.8290192704351924,0.7816666666666666,0.7788016482064104,0.51699996,0.8190000057220459,0.8166868116119959,0.7876666666666666,0.7870238882394865,0.501,0.843999981880188,0.8429090909090908,0.775,0.775284157203106,0.503,0.8233333230018616,0.8222143902132488,0.7886666666666666,0.7878610082119523,1956.556747674942
Car,4,60,60,0.8666667342185974,0.8698669751301331,0.5166666666666667,0.4503302739535531,0.31125,0.8333333730697632,0.8406442156442158,0.55,0.4914529914529915,0.27975,0.8500000238418579,0.8490740740740741,0.6,0.5538888888888889,0.27350003,0.8333333730697632,0.8305481874447391,0.43333333333333335,0.37396313364055295,0.285,0.8000000715255737,0.7999121624889387,0.55,0.506120826709062,0.27824998,0.7833333611488342,0.7915257972517501,0.55,0.4919687592101385,0.27025002,0.8000000715255737,0.8004251879963455,0.5666666666666667,0.491111111111111,110.75779008865356
"Found array with 1 sample(s) (shape=(1, 50)) while a minimum of 2 is required by GaussianMixture."
MiddlePhalanxOutlineAgeGroup,3,400,154,0.6298701167106628,0.5030893758497503,0.6493506493506493,0.5822401298858698,0.35099998,0.6168830990791321,0.3792750197005516,0.6558441558441559,0.5846862228680411,0.333,0.6168830990791321,0.422811495556816,0.6558441558441559,0.5858431369219208,0.35066667,0.6168830990791321,0.48839634941329857,0.6558441558441559,0.5784091965242517,0.33933333,0.5974025726318359,0.3703789996893445,0.6558441558441559,0.5926665108443083,0.33866668,0.649350643157959,0.5274477841890818,0.6623376623376623,0.5910068671130617,0.33433333,0.6103895902633667,0.37398937398937404,0.6558441558441559,0.5933151059466849,556.2507410049438
Plane,7,105,105,0.9904762506484985,0.9907834101382489,1.0,1.0,0.15714286,0.9904762506484985,0.9907834101382489,1.0,1.0,0.16157143,0.9809524416923523,0.9815476190476191,1.0,1.0,0.15328571,0.9809524416923523,0.9815476190476191,1.0,1.0,0.15342857,0.9809524416923523,0.9815476190476191,1.0,1.0,0.16199999,0.9904762506484985,0.9907834101382489,1.0,1.0,0.16371429,0.9904762506484985,0.9907834101382489,1.0,1.0,113.35479760169983
AllGestureWiimoteY,10,300,700,0.2028571367263794,0.1905565568764968,0.33714285714285713,0.31041910911824583,0.1213,0.20428571105003357,0.18816217949442643,0.30714285714285716,0.2703967245357477,0.120000005,0.22857142984867096,0.21619563218561436,0.28285714285714286,0.26284669881661316,0.12740001,0.22285714745521545,0.22968912601211455,0.2714285714285714,0.2536359119452853,0.12429998,0.2199999988079071,0.22264370484342413,0.2785714285714286,0.23768822331072575,0.12300001,0.20000000298023224,0.1978549380367287,0.2671428571428571,0.2436247994233807,0.116500005,0.2028571367263794,0.20746790304277773,0.2671428571428571,0.23245794884567203,457.9632873535156
