dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,execution_time
Wine,2,57,54,0.7777777910232544,0.7662337662337663,0.6851851851851852,0.6761904761904761,0.6666666865348816,0.6662087912087913,0.7407407407407407,0.7272727272727273,0.7407407760620117,0.7220588235294118,0.6851851851851852,0.6588628762541807,0.8703703880310059,0.8703259005145798,0.7777777777777778,0.7662337662337663,0.7222222089767456,0.7051328722242447,0.7962962962962963,0.7945347630577655,0.6851851940155029,0.6715563506261181,0.7407407407407407,0.7349228611500701,303.37397623062134
