dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,execution_time
stack expects a non-empty TensorList
stack expects a non-empty TensorList
Crop,24,7200,16800,0.6719047427177429,0.6684760210230359,0.7539880952380953,0.7530425316802901,0.6505357027053833,0.6408288607499458,0.7427976190476191,0.7419294408936868,0.6427381038665771,0.6338735082223946,0.7409523809523809,0.7396891143697193,0.6560118794441223,0.6479570629036208,0.7391071428571429,0.7382590202870162,0.6877380609512329,0.6857884524607295,0.7347619047619047,0.7361386338664575,869.1073091030121
DistalPhalanxOutlineAgeGroup,3,400,139,0.7625899314880371,0.7036807278742763,0.8057553956834532,0.8059866156661447,0.7410072088241577,0.6996809891536312,0.7697841726618705,0.7709959835511008,0.7194244861602783,0.6291671953643785,0.7482014388489209,0.747515179345885,0.7338129878044128,0.6442110527631909,0.7122302158273381,0.7171977327229125,0.6978417634963989,0.6113629196613057,0.7194244604316546,0.6967053807934045,187.16467952728271
stack expects a non-empty TensorList
DistalPhalanxTW,6,400,139,0.633093535900116,0.41005575267594874,0.697841726618705,0.613626576470546,0.6906474828720093,0.5509224953126274,0.7050359712230215,0.6602886748318476,0.661870539188385,0.3992456113990935,0.7050359712230215,0.6528783068662648,0.6690647602081299,0.38670543657652906,0.6906474820143885,0.6643758027115017,0.6834532618522644,0.3951433086264547,0.7122302158273381,0.6784176672753823,139.62882661819458
stack expects a non-empty TensorList
ECG5000,5,500,4500,0.941111147403717,0.574294285631127,0.9415555555555556,0.9282798759722886,0.9366666674613953,0.5714153758433443,0.94,0.9271637591962705,0.9344444274902344,0.5590828940848592,0.9357777777777778,0.9209656938482813,0.9371111392974854,0.6150053543104692,0.9362222222222222,0.9248152041220177,0.9384444355964661,0.5970441181225828,0.934,0.9191585614540347,261.2726376056671
stack expects a non-empty TensorList
EOGHorizontalSignal,12,362,362,0.4723757207393646,0.47279089272027824,0.5276243093922652,0.5089147144476045,0.4944751560688019,0.48894536639326175,0.5386740331491713,0.5077663707884164,0.5,0.4893573536779455,0.5276243093922652,0.4978654976043021,0.4751381278038025,0.46568353568997983,0.5138121546961326,0.48187316581140716,0.4723757207393646,0.45204420422233604,0.5220994475138122,0.4963830130290969,427.1926989555359
All augmented samples were dropped. No data to return.
stack expects a non-empty TensorList
ElectricDevices,7,8926,7711,0.5627025961875916,0.4238417126533972,0.7006873297886137,0.6825385448019025,0.5409155488014221,0.4420458973995472,0.7039294514330178,0.6853285935476198,0.5361172556877136,0.44059019094554336,0.6903125405265206,0.681156439499358,0.5422124266624451,0.4384499232035836,0.7035403968356893,0.6909407163207077,0.5236674547195435,0.41886986194136755,0.7019841784463753,0.6865963461233092,859.2811629772186
EthanolLevel,4,504,500,0.7920000553131104,0.7947912604110393,0.474,0.4459488685105075,0.7980000376701355,0.799593764402581,0.53,0.47484557212126677,0.7900000214576721,0.7905882840991834,0.516,0.5155812596988018,0.7480000257492065,0.743335804221354,0.502,0.49479316616881996,0.7520000338554382,0.7515205519702418,0.508,0.4910224693456039,830.774299621582
FaceAll,14,560,1690,0.7644970417022705,0.7814662214831206,0.7899408284023669,0.768608033533667,0.6887574195861816,0.6903690160530908,0.8970414201183432,0.8987802948153127,0.6840236783027649,0.6856717500324576,0.8710059171597633,0.87401091895161,0.6497041583061218,0.6525799543987552,0.8319526627218935,0.8352455010899766,0.6875739693641663,0.6830305525108619,0.8307692307692308,0.8333071651016886,222.98355674743652
FaceFour,4,24,88,0.886363685131073,0.8896449884301547,0.8636363636363636,0.8652342177664919,0.8977273106575012,0.898664596273292,0.6931818181818182,0.6891271761005686,0.886363685131073,0.8914690876350541,0.7840909090909091,0.7854136604136603,0.9204545617103577,0.9226250667982078,0.75,0.7487603770498507,0.886363685131073,0.8883521493703865,0.7954545454545454,0.7979300211812866,57.40743041038513
FacesUCR,14,200,2050,0.8029268383979797,0.7556600861411457,0.8629268292682927,0.8622417267047372,0.7375609874725342,0.7011970485415145,0.8521951219512195,0.8513534445485272,0.707317054271698,0.6700364592984692,0.848780487804878,0.8481771171122398,0.7029268145561218,0.6576274580645258,0.8419512195121951,0.8407419102148616,0.7004877924919128,0.6722992010238285,0.8258536585365853,0.8249622515619576,335.86595273017883
Fish,7,175,175,0.9028571248054504,0.9040867148882182,0.7142857142857143,0.7170709485046965,0.8742856979370117,0.881843111367614,0.7828571428571428,0.7869874645627354,0.868571400642395,0.875420273308472,0.7828571428571428,0.7830184369872877,0.845714271068573,0.8532144792648995,0.7828571428571428,0.7846151072548896,0.868571400642395,0.8703098377188884,0.8057142857142857,0.8113616545377126,316.5727844238281
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
stack expects a non-empty TensorList
Haptics,5,155,308,0.48701298236846924,0.47605298886087066,0.4935064935064935,0.4778146751625865,0.48701298236846924,0.46337534269498093,0.487012987012987,0.48671659441748727,0.4707792103290558,0.45560270463510333,0.4707792207792208,0.4765519335358204,0.47727271914482117,0.4730539197836669,0.4805194805194805,0.4815655251025609,0.48376622796058655,0.46635397600576833,0.45454545454545453,0.4338428105046583,260.0645248889923
stack expects a non-empty TensorList
stack expects a non-empty TensorList
InlineSkate,7,100,550,0.294545441865921,0.28512545346441454,0.39090909090909093,0.390187943551909,0.2963636517524719,0.29826658007050433,0.4109090909090909,0.4027249420914144,0.3181818127632141,0.3096676917606099,0.4072727272727273,0.3709783408604335,0.3181818127632141,0.29981697646314315,0.4072727272727273,0.3573628881957362,0.31272727251052856,0.29848792384466355,0.4072727272727273,0.39473741548873165,488.5369613170624
InsectEPGRegularTrain,3,62,249,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,83.88253498077393
InsectEPGSmallTrain,3,17,249,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,36.83247470855713
InsectWingbeatSound,11,220,1980,0.6186869144439697,0.6158500875410134,0.5217171717171717,0.5111125128970478,0.6065656542778015,0.6076535840840065,0.5464646464646464,0.5411635862265101,0.6176767945289612,0.6131904914221924,0.5333333333333333,0.533136085316568,0.6222222447395325,0.6220165623175945,0.5383838383838384,0.5303612519994597,0.6277778148651123,0.6194998700019667,0.5176767676767676,0.5156585118364273,283.47277331352234
stack expects a non-empty TensorList
LargeKitchenAppliances,3,375,375,0.4906666576862335,0.4745852335737244,0.8506666666666667,0.8489412415543229,0.46933332085609436,0.4692032336123056,0.8053333333333333,0.8038631204817523,0.4560000002384186,0.4535022372150772,0.8026666666666666,0.8013883573585066,0.4560000002384186,0.43585222055424006,0.8106666666666666,0.8103087969843467,0.4906666576862335,0.4853732734773046,0.8293333333333334,0.8275366514963702,342.0171322822571
stack expects a non-empty TensorList
Lightning7,7,70,73,0.7534246444702148,0.7388389805683039,0.7123287671232876,0.6921564771940106,0.7534246444702148,0.7376226759685406,0.6712328767123288,0.66139569536024,0.698630154132843,0.6723296687914113,0.6712328767123288,0.6562799932883122,0.6712328791618347,0.6392340409339429,0.6301369863013698,0.6184519425846702,0.6712328791618347,0.6693056835136171,0.684931506849315,0.6663359927743489,169.04579901695251
Mallat,8,55,2345,0.8869935870170593,0.8854392479374873,0.940724946695096,0.9404406398375886,0.8558635115623474,0.8515163743305327,0.9535181236673774,0.953732706470556,0.9087419509887695,0.9086680682146054,0.9688699360341151,0.9688804394983918,0.8818762898445129,0.8779361534491549,0.962046908315565,0.9621114503883178,0.8524519801139832,0.8486195339691349,0.9633262260127932,0.9634178062420461,635.6572208404541
Meat,3,60,60,1.0,1.0,0.95,0.9495622263914948,0.98333340883255,0.9833229101521784,0.95,0.9506533178503802,1.0,1.0,0.95,0.9499389499389499,1.0,1.0,0.9666666666666667,0.9665831244778613,0.9500000476837158,0.9503960808838858,0.9333333333333333,0.9337294142172191,143.24666380882263
MedicalImages,10,381,760,0.690789520740509,0.5745929456602391,0.7105263157894737,0.6942112309791059,0.6710526347160339,0.5965060335844561,0.7447368421052631,0.7344485241714914,0.6723684668540955,0.5600589653974393,0.7355263157894737,0.7189999083369387,0.6500000357627869,0.5305950442223166,0.7157894736842105,0.7026995186369193,0.6565789580345154,0.5505346997234759,0.7197368421052631,0.7099561054882426,263.4696683883667
MiddlePhalanxOutlineAgeGroup,3,400,154,0.5909090638160706,0.42147796230375834,0.6363636363636364,0.5734835593659122,0.6103895902633667,0.47072656571510163,0.6558441558441559,0.5854507766012191,0.5584415793418884,0.47072219494899903,0.6558441558441559,0.6064150274676591,0.6038960814476013,0.48690363647822527,0.6298701298701299,0.5738044597491603,0.5389610528945923,0.4418722018722019,0.5974025974025974,0.5807181902953281,139.1152503490448
stack expects a non-empty TensorList
MiddlePhalanxTW,6,399,154,0.6038960814476013,0.41432895739899217,0.5974025974025974,0.5734752083507788,0.5714285969734192,0.4025545671635542,0.5974025974025974,0.5774434520430571,0.5844155550003052,0.39987038317203233,0.5974025974025974,0.5756936216931721,0.5584415793418884,0.2555821371610845,0.5909090909090909,0.5840587706866777,0.5649350881576538,0.28949096880131364,0.564935064935065,0.5516454308141882,157.341952085495
MixedShapesRegularTrain,5,500,2425,0.9167010188102722,0.9150033802225801,0.9402061855670103,0.940428987293968,0.8684535622596741,0.8704832248583791,0.9410309278350516,0.9407644018171186,0.8564948439598083,0.8596776214578069,0.9232989690721649,0.922797931615022,0.8647422790527344,0.8667745179191295,0.9278350515463918,0.9274465669249368,0.8569071888923645,0.8508330117605223,0.9249484536082474,0.9248800003635711,899.3493456840515
MixedShapesSmallTrain,5,100,2425,0.8610309362411499,0.8631016883066934,0.8923711340206185,0.893292990545698,0.8053607940673828,0.8110420622636149,0.8911340206185567,0.8899787514502973,0.7950515151023865,0.8088649674602099,0.8721649484536083,0.871140265186494,0.8103092908859253,0.8097423850817884,0.8762886597938144,0.8765266188331798,0.7847422361373901,0.7779310470248721,0.8725773195876289,0.8721146447307667,734.3096539974213
stack expects a non-empty TensorList
NonInvasiveFetalECGThorax1,42,1800,1965,0.8865140080451965,0.8851692652486752,0.9002544529262086,0.8998798512241184,0.8198473453521729,0.8184709146710645,0.8737913486005089,0.8712254450536152,0.8117048144340515,0.8108391981183936,0.8432569974554708,0.8401819832123846,0.7893129587173462,0.7870427673278244,0.8473282442748091,0.8447317448781481,0.7969465851783752,0.7925032169194776,0.8249363867684478,0.8218314909059511,2487.6469576358795
NonInvasiveFetalECGThorax2,42,1800,1965,0.9150127172470093,0.911887686237277,0.9124681933842239,0.9126126045847831,0.847328245639801,0.8424586051510361,0.8727735368956743,0.8661880255575918,0.8702290058135986,0.8658605353512993,0.8849872773536895,0.8834538364688893,0.8391857743263245,0.836713598545399,0.8625954198473282,0.8562118646135035,0.8442748188972473,0.8381550377743042,0.8636132315521629,0.8546204826681697,2768.7985384464264
OSULeaf,6,200,242,0.5619834661483765,0.5630382919283782,0.756198347107438,0.7409862597527184,0.5289255976676941,0.5166081551205092,0.7396694214876033,0.7405873390728802,0.5371900796890259,0.48385237811928467,0.7355371900826446,0.7307625369713453,0.5041322112083435,0.450385922394036,0.6818181818181818,0.6631364855150437,0.5165289044380188,0.46373765123765126,0.7066115702479339,0.7092297101284698,251.51836895942688
OliveOil,4,30,30,0.9000000357627869,0.8735087719298245,0.8,0.7848253111411005,0.9333333969116211,0.920416984490211,0.9333333333333333,0.9326200877688291,0.9333333969116211,0.9175309816042081,0.9,0.8912812333864966,0.9333333969116211,0.9302944862155388,0.9,0.8912812333864966,0.9000000357627869,0.8735087719298245,0.9333333333333333,0.9326200877688291,62.35871624946594
stack expects a non-empty TensorList
Plane,7,105,105,0.9904762506484985,0.9907834101382489,1.0,1.0,0.9904762506484985,0.9907834101382489,1.0,1.0,1.0,1.0,1.0,1.0,0.9904762506484985,0.9907448872966115,1.0,1.0,1.0,1.0,1.0,1.0,136.25446224212646
stack expects a non-empty TensorList
ProximalPhalanxOutlineAgeGroup,3,400,205,0.8536585569381714,0.5933447305254796,0.8634146341463415,0.8567394531275442,0.8682926893234253,0.7497736203388271,0.8780487804878049,0.8747830647576976,0.8731707334518433,0.7948752178588645,0.8682926829268293,0.8608304745674523,0.8731707334518433,0.7486520368544687,0.8682926829268293,0.8494026639390285,0.8682926893234253,0.7897576543055033,0.8682926829268293,0.86295251944026,172.26258730888367
stack expects a non-empty TensorList
ProximalPhalanxTW,6,400,205,0.8292682766914368,0.5666019855460849,0.8292682926829268,0.78490773720704,0.795121967792511,0.41379299638921924,0.8292682926829268,0.7879149592519719,0.795121967792511,0.4709711602431909,0.8146341463414634,0.7779619979085399,0.790243923664093,0.5154062158807077,0.8146341463414634,0.7786636695658148,0.7756097316741943,0.48726850834995283,0.824390243902439,0.7856115070408888,135.29075026512146
RefrigerationDevices,3,375,375,0.4000000059604645,0.3993166436690978,0.6053333333333333,0.591383578700652,0.3813333213329315,0.37678056565896606,0.5626666666666666,0.5561264827578608,0.40533334016799927,0.392808282573412,0.5813333333333334,0.5542027947106118,0.4000000059604645,0.39245537686244164,0.5813333333333334,0.5568708520432659,0.3840000033378601,0.3756893098096574,0.5733333333333334,0.5588494201325869,170.8978226184845
Rock,4,20,50,0.7999999523162842,0.7630594043637522,0.46,0.3518297872340426,0.7599999904632568,0.674015009380863,0.68,0.6763076923076923,0.7999999523162842,0.7209188034188034,0.5,0.5326310828325674,0.7199999690055847,0.6880411255411255,0.8,0.7871363636363636,0.85999995470047,0.856959706959707,0.46,0.3353846153846154,101.14094018936157
ScreenType,3,375,375,0.46933332085609436,0.45471202884138817,0.5493333333333333,0.5451457951457951,0.4506666660308838,0.45225664888586237,0.5413333333333333,0.532786213900765,0.45333331823349,0.44862198869832454,0.5546666666666666,0.5562804789560007,0.45333331823349,0.38773799374822393,0.536,0.5345357424120478,0.445333331823349,0.44383017915218126,0.5333333333333333,0.5352058354632292,338.2537546157837
stack expects a non-empty TensorList
SemgHandMovementCh2,6,450,450,0.5755555629730225,0.5517193150052103,0.4288888888888889,0.39310093374214944,0.48222222924232483,0.47420911967342655,0.4288888888888889,0.42333771247699586,0.5,0.4768726492808046,0.44666666666666666,0.4293451018667884,0.4911111295223236,0.4613951383189703,0.43555555555555553,0.4307430930423917,0.5022222399711609,0.4652965252048815,0.4288888888888889,0.4145969164181188,588.2030358314514
SemgHandSubjectCh2,5,450,450,0.7977777719497681,0.7990447301282706,0.4866666666666667,0.4750166832847718,0.7377777695655823,0.7399626501043668,0.4822222222222222,0.4707922106491348,0.7288889288902283,0.7332942064757336,0.4955555555555556,0.46097387226167935,0.7333333492279053,0.7339014268637198,0.47555555555555556,0.4666272561682398,0.7688888907432556,0.7717393408538115,0.4533333333333333,0.4389564958217486,636.2838516235352
stack expects a non-empty TensorList
ShapesAll,60,600,600,0.6683333516120911,0.6696022646580808,0.7583333333333333,0.7460855653385267,0.49166667461395264,0.49199310329694623,0.7516666666666667,0.7376389203240619,0.5083333253860474,0.47556967946835976,0.73,0.7164122042658072,0.4933333396911621,0.48047810969228166,0.7066666666666667,0.6858631337923948,0.5383333563804626,0.528410779051758,0.7033333333333334,0.6842706610276831,606.6529026031494
SmallKitchenAppliances,3,375,375,0.562666654586792,0.5584851275263062,0.7653333333333333,0.7638733594724472,0.5413333177566528,0.49405011746768285,0.752,0.7511623931623932,0.5360000133514404,0.507173839162726,0.728,0.7242811614471515,0.562666654586792,0.5422889645517857,0.7226666666666667,0.7143509381487565,0.5786666870117188,0.5616311571261515,0.728,0.7247643540606656,220.77589964866638
SmoothSubspace,3,150,150,0.9333333373069763,0.9330694405472936,1.0,1.0,0.893333375453949,0.8947027167217793,0.9866666666666667,0.9866666666666667,0.9000000357627869,0.9003280328032804,0.9866666666666667,0.9866659999333266,0.9000000357627869,0.9007064364207222,0.98,0.9799819837854068,0.8799999952316284,0.8799573162598372,0.98,0.9799979997999799,151.45038628578186
stack expects a non-empty TensorList
stack expects a non-empty TensorList
StarLightCurves,3,1000,8236,0.9454832077026367,0.9227408410975767,0.9669742593491987,0.9661584066505696,0.9211995601654053,0.8864794847044818,0.9581107333657115,0.9576209322127865,0.8955803513526917,0.8527274592231193,0.9559252064108791,0.9549246812835858,0.8963088393211365,0.8545712889140961,0.9532540067994172,0.9529140821839607,0.8912093043327332,0.8442991889806942,0.9476687712481787,0.9461079764390016,2204.8303048610687
stack expects a non-empty TensorList
SwedishLeaf,15,500,625,0.8815999627113342,0.8839237609134949,0.9296,0.9290113107161322,0.8240000009536743,0.8188309263418551,0.9184,0.9177819407456372,0.790399968624115,0.7872791799520581,0.8992,0.8985761126246975,0.7871999740600586,0.7840242585483932,0.8992,0.8975682805731489,0.7727999687194824,0.771894592862808,0.8928,0.8926964796463522,279.1510570049286
Symbols,6,25,995,0.8984924554824829,0.8960158100623209,0.8693467336683417,0.8684002174421444,0.8693467378616333,0.8661299788399187,0.8723618090452261,0.8737451518300081,0.8944723606109619,0.8926731486680755,0.8452261306532663,0.8468242638855681,0.8814070224761963,0.8790540900261491,0.9095477386934674,0.909573852693106,0.8743718266487122,0.8709585709838251,0.9105527638190954,0.9098707338071113,177.4250991344452
SyntheticControl,6,300,300,0.9766666889190674,0.9766289954325565,0.9933333333333333,0.9933326665999933,0.9533333778381348,0.9533864656554624,0.9966666666666667,0.9966663332999967,0.9366666674613953,0.9368713704247907,0.9833333333333333,0.9832623050220187,0.9166666865348816,0.9157201432376989,0.9866666666666667,0.9866323298996567,0.9066666960716248,0.9069870251422083,0.98,0.9799786324786326,184.54981350898743
stack expects a non-empty TensorList
stack expects a non-empty TensorList
Trace,4,100,100,0.8399999737739563,0.8320678053830228,1.0,1.0,0.8100000023841858,0.794966024687387,1.0,1.0,0.8700000047683716,0.8595564294093706,0.99,0.9900372960372961,0.8499999642372131,0.839078995145174,1.0,1.0,0.8499999642372131,0.8381287481134218,0.99,0.9900143215180809,187.85603499412537
stack expects a non-empty TensorList
TwoPatterns,4,1000,4000,0.7777500152587891,0.7815399254453245,0.9,0.8993935232521065,0.7520000338554382,0.75162005590923,0.88625,0.8862552043140953,0.8055000305175781,0.8070813156420337,0.8875,0.8873039900337326,0.7927500605583191,0.7913110987504074,0.89075,0.8906522812420049,0.7052500247955322,0.7062024296174838,0.882,0.8817246259453706,215.99842739105225
UMD,3,36,144,0.9027777910232544,0.9044035674470458,0.7916666666666666,0.7924353535560769,0.875,0.875,0.7708333333333334,0.7732878115397747,0.8680555820465088,0.8693294153924289,0.75,0.7491338505831259,0.8541666865348816,0.8534499231126196,0.7291666666666666,0.7294048946222857,0.8541666865348816,0.855633882527652,0.7291666666666666,0.7262177687035012,72.91961693763733
UWaveGestureLibraryAll,8,896,3582,0.9475153088569641,0.9478426072357723,0.9170854271356784,0.9166190811584304,0.9360691905021667,0.9361997444284358,0.9179229480737019,0.9173213160542896,0.9221104979515076,0.9222015596475411,0.9059184812953657,0.9058875244769629,0.9209938049316406,0.9215577546879263,0.9020100502512562,0.9016031886986658,0.9184812307357788,0.9181530421060577,0.8908431044109436,0.8908213432419899,1356.4500422477722
UWaveGestureLibraryX,8,896,3582,0.7615856528282166,0.7545288512187986,0.7593523171412618,0.7517247224926715,0.7158011794090271,0.7034429758992377,0.7300390843104411,0.712498061096039,0.7149636745452881,0.6978495834783829,0.7308766052484645,0.7148340698937296,0.7037967443466187,0.6799792141322588,0.7185929648241206,0.7027106592196201,0.6881629824638367,0.6743005916187279,0.7026800670016751,0.6722074298953719,395.00521755218506
UWaveGestureLibraryY,8,896,3582,0.6862087845802307,0.683912323534464,0.6568955890563931,0.6488571616214014,0.6513121128082275,0.6488089067708335,0.6393076493579006,0.6315573068263587,0.6295365691184998,0.6142276331624315,0.6415410385259631,0.6324834756250315,0.6189279556274414,0.5995333017677842,0.6323283082077052,0.6249133130829008,0.6180904507637024,0.6119209368285184,0.6409826912339475,0.6338016934825071,442.6950852870941
UWaveGestureLibraryZ,8,896,3582,0.6965382099151611,0.6877268273428093,0.6750418760469011,0.658106935432441,0.6753210425376892,0.6700365864474163,0.6689000558347292,0.6587473912548114,0.6627582311630249,0.6594332640839033,0.6532663316582915,0.6323635873260549,0.6245114207267761,0.5972221595333348,0.6471245114461195,0.6353592612046614,0.6465661525726318,0.6424499714139482,0.6490787269681743,0.6370175716090263,332.58071851730347
stack expects a non-empty TensorList
stack expects a non-empty TensorList
WordSynonyms,25,267,638,0.5470219254493713,0.36336906639983935,0.5329153605015674,0.49048558580230306,0.4968651831150055,0.31597895299809986,0.5454545454545454,0.5282530505324711,0.5015673637390137,0.3373362429288953,0.5611285266457681,0.5126448686432573,0.5203761458396912,0.34675580003170403,0.5705329153605015,0.5349448214323669,0.4937303960323334,0.3103361609158798,0.5454545454545454,0.5138839200902205,348.7917551994324
Worms,5,181,77,0.5454545617103577,0.43887955182072824,0.7792207792207793,0.7513223931690052,0.4675324559211731,0.39049450549450543,0.7922077922077922,0.7706648670006432,0.4935064911842346,0.42889499389499386,0.7402597402597403,0.721108861185883,0.48051947355270386,0.4332512315270936,0.7402597402597403,0.7051412671498756,0.5194805264472961,0.4523946360153256,0.7532467532467533,0.7205698550023216,267.70351457595825
stack expects a non-empty TensorList
stack expects a non-empty TensorList
