dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,execution_time
Wine,2,57,54,0.7777777910232544,0.7662337662337663,0.7407407407407407,0.7393103448275861,0.7407407760620117,0.7403846153846154,0.7592592592592593,0.7571774472500865,0.8333333134651184,0.8328173374613003,0.7222222222222222,0.7221269296740994,0.7962962985038757,0.7945347630577655,0.7037037037037037,0.7032967032967034,0.7407407760620117,0.7403846153846154,0.7962962962962963,0.7928147889780258,0.7407407760620117,0.7272727272727273,0.7592592592592593,0.7571774472500865,375.5692090988159
ACSF1,10,100,100,0.699999988079071,0.6919021425920067,0.82,0.8115680505611855,0.6399999856948853,0.6306905375326427,0.89,0.8903817514801495,0.5999999642372131,0.5758137740026285,0.84,0.8367407918878506,0.4099999964237213,0.3040215396503429,0.74,0.7255874145347829,0.6399999856948853,0.6148550788736546,0.81,0.8104629890233604,0.6100000143051147,0.5789138425774581,0.86,0.8604732186196717,720.9030075073242
