dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,mean_trust_step_0,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,mean_trust_step_1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,mean_trust_step_2,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,mean_trust_step_3,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,mean_trust_step_4,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,mean_trust_step_5,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
GunPointMaleVersusFemale,2,135,316,1.0,1.0,0.9968354430379747,0.9968349027237305,0.5165,1.0,1.0,1.0,1.0,0.51199996,1.0,1.0,0.990506329113924,0.9905047081711914,0.5025,1.0,1.0,0.9968354430379747,0.9968359194795887,0.482,1.0,1.0,0.9936708860759493,0.9936726642737205,0.5005,1.0,1.0,0.9873417721518988,0.9873417721518988,0.509,1.0,1.0,0.9968354430379747,0.9968359194795887,560.9284658432007
SemgHandSubjectCh2,5,450,450,0.742222249507904,0.7422004401570964,0.45555555555555555,0.455694456448884,0.2038,0.7555555701255798,0.7594304459835389,0.4777777777777778,0.4674475897122875,0.2136,0.35555556416511536,0.25463025953086804,0.47333333333333333,0.45552862745473466,0.1992,0.7022222280502319,0.7039717987054701,0.4533333333333333,0.43907234086735225,0.206,0.46888890862464905,0.4202239921935963,0.4444444444444444,0.44408264729458546,0.19579999,0.5222222208976746,0.5141317075130675,0.4488888888888889,0.4407972629212597,0.2066,0.30888888239860535,0.17535955430405425,0.4488888888888889,0.4355353925353926,1429.7405087947845
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.95,0.949874686716792,0.538,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.544,0.8500000238418579,0.8465473145780051,0.9,0.898989898989899,0.549,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.5385,0.9000000357627869,0.898989898989899,0.95,0.949874686716792,0.513,0.75,0.7442455242966752,0.85,0.849624060150376,0.5165,0.949999988079071,0.949874686716792,0.85,0.846547314578005,63.77144527435303
GestureMidAirD2,26,208,130,0.5769230723381042,0.5822707094974301,0.5769230769230769,0.5562957341803495,0.054115377,0.5384615659713745,0.5103934021444142,0.6076923076923076,0.5877678944986636,0.050615385,0.5846154093742371,0.5719530469530469,0.6,0.5778102741903648,0.051961537,0.5769230723381042,0.5627194575158376,0.5615384615384615,0.5401431901431901,0.04507692,0.5615384578704834,0.5504192388807773,0.5230769230769231,0.4960533558949848,0.05330769,0.5846154093742371,0.580267595652211,0.5692307692307692,0.5513583638583638,0.051346157,0.5692307949066162,0.5670536728229035,0.5307692307692308,0.5080349138041446,511.5963091850281
CricketX,12,390,390,0.5410256385803223,0.5582107592158921,0.6564102564102564,0.6493588912182117,0.10874999,0.5974358916282654,0.6066289161938955,0.6743589743589744,0.6713178812632078,0.0995,0.5487179756164551,0.5583429558338796,0.6846153846153846,0.6788602365569152,0.09616666,0.5410256385803223,0.5449711599361509,0.6641025641025641,0.6668472062521309,0.09674999,0.5461538434028625,0.5542755234728559,0.6564102564102564,0.6495245709064282,0.091583334,0.535897433757782,0.5510543192236583,0.6615384615384615,0.6473562216716645,0.09983333,0.5205128192901611,0.5202524112265292,0.6717948717948717,0.6638464397434429,965.7862396240234
ToeSegmentation1,2,40,228,0.6447368264198303,0.6340288924558588,0.9210526315789473,0.9208875848156978,0.55149996,0.6447368264198303,0.6441824172013177,0.9122807017543859,0.9123145153764065,0.5295,0.6008772253990173,0.5967738800893985,0.9166666666666666,0.9166843414380194,0.537,0.6842105388641357,0.6833333333333333,0.9035087719298246,0.9033893890308823,0.537,0.6710526347160339,0.6708943590138379,0.9122807017543859,0.9119059785385795,0.5425,0.6491228342056274,0.644499883059172,0.9254385964912281,0.9253159981877509,0.5315,0.6535087823867798,0.6523786548296826,0.9078947368421053,0.9079426501054092,145.29280376434326
OliveOil,4,30,30,0.9000000357627869,0.8735087719298245,0.8,0.7835497835497836,0.30925,0.9000000357627869,0.8738526570048308,0.7666666666666667,0.744,0.2775,0.9333333969116211,0.9284161490683229,0.8,0.7685502645502644,0.28225,0.9000000357627869,0.8541666666666666,0.7666666666666667,0.7078095238095237,0.27875,0.9000000357627869,0.8708333333333332,0.8,0.7685502645502644,0.28,0.9000000357627869,0.8708333333333332,0.8,0.7685502645502644,0.29075,0.9333333969116211,0.8974358974358974,0.7666666666666667,0.7011417432470064,69.2020914554596
Coffee,2,28,28,1.0,1.0,0.8214285714285714,0.8129251700680271,0.5535,1.0,1.0,0.8214285714285714,0.8216566320014594,0.5405,1.0,1.0,0.8214285714285714,0.8129251700680271,0.5155,1.0,1.0,0.7857142857142857,0.7714285714285715,0.504,1.0,1.0,0.8928571428571429,0.8907396950875212,0.52,1.0,1.0,0.8214285714285714,0.8129251700680271,0.5415,1.0,1.0,0.8571428571428571,0.852559205500382,81.75931406021118
Car,4,60,60,0.8500000238418579,0.8581885856079405,0.6,0.5648595848595849,0.27675,0.8666667342185974,0.873015873015873,0.6,0.571381230854915,0.2795,0.8333333730697632,0.8282408607726213,0.6333333333333333,0.5912247474747474,0.28724998,0.8333333730697632,0.830896686159844,0.6166666666666667,0.5805337861372344,0.27025,0.8500000238418579,0.8553208380794588,0.6,0.5730562966556174,0.28375,0.8000000715255737,0.8103894335511982,0.5333333333333333,0.46797385620915033,0.2845,0.7666667103767395,0.7717485919098822,0.6166666666666667,0.5838970588235295,182.71847891807556
MoteStrain,2,20,1252,0.8809903860092163,0.8799419493311623,0.9057507987220448,0.9056076273919453,0.554,0.8666133880615234,0.8658079257041451,0.8913738019169329,0.8914973081074722,0.5425,0.8674121499061584,0.8670198607698607,0.8873801916932907,0.8873730341279382,0.52849996,0.8426517248153687,0.8422523320552466,0.8849840255591054,0.8851279129862807,0.533,0.854632556438446,0.8531925202045192,0.8833865814696485,0.8834633634775619,0.547,0.8586261868476868,0.8577001392792539,0.8873801916932907,0.8875526509936215,0.533,0.8578274846076965,0.8571216084525825,0.8035143769968051,0.8027679899706983,75.03736424446106
