dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
Mallat,8,55,2345,0.8562899231910706,0.8423476352453946,0.9321961620469084,0.9311831049879057,0.8993602991104126,0.9003299515818528,0.9194029850746268,0.9158590079433561,0.8541577458381653,0.851074966514697,0.9356076759061833,0.9354687077557119,0.829424262046814,0.8300918532830881,0.7914712153518124,0.7435186668988705,0.8341150879859924,0.8292444868413191,0.7982942430703625,0.7564337951077097,0.8720682263374329,0.871481479342489,0.835820895522388,0.8015524878612601,0.8392323851585388,0.8407817956314587,0.8072494669509594,0.7657319960178919,1012.8179190158844
MiddlePhalanxOutlineCorrect,2,600,291,0.8522337079048157,0.8461207373611914,0.7972508591065293,0.7920919772171853,0.838487982749939,0.8285682054624535,0.7903780068728522,0.7902718269132378,0.838487982749939,0.8297292250233427,0.8041237113402062,0.8017486357641451,0.8453608155250549,0.8346695284388612,0.7938144329896907,0.7945779008082908,0.8419244289398193,0.8319186338523354,0.7938144329896907,0.791870143695604,0.8419244289398193,0.8365008794215361,0.7938144329896907,0.7911177695393835,0.838487982749939,0.833970647146655,0.7869415807560137,0.7862130610859825,2175.853606700897
MiddlePhalanxTW,6,399,154,0.6233766078948975,0.420905196193694,0.6168831168831169,0.5662554867135423,0.6363636255264282,0.39286802775174867,0.6233766233766234,0.5705869786666632,0.6233766078948975,0.3840280977439354,0.6233766233766234,0.5694512694512694,0.6363636255264282,0.4660186909994081,0.6298701298701299,0.5700171330843481,0.6363636255264282,0.4402686879597859,0.6233766233766234,0.5622079265308585,0.6298701167106628,0.39213495809883653,0.6168831168831169,0.5518837648561857,0.6233766078948975,0.4240321443997363,0.6168831168831169,0.5607589055332143,475.5644602775574
MixedShapesRegularTrain,5,500,2425,0.9010308980941772,0.9053051257533395,0.9381443298969072,0.9382413678467815,0.8960824608802795,0.8892243391241206,0.9311340206185567,0.9313540436978258,0.8861855268478394,0.8818847399565565,0.9245360824742268,0.9243369530887258,0.8824741840362549,0.8798820412430359,0.9212371134020618,0.921028663886424,0.7752577066421509,0.6997028683435011,0.9072164948453608,0.9065994674928549,0.8424742221832275,0.8348463129982274,0.9072164948453608,0.9069856858711492,0.8701030611991882,0.8674299690233003,0.9101030927835052,0.9094376552708782,2938.5670499801636
MixedShapesSmallTrain,5,100,2425,0.8548453450202942,0.8576932873577684,0.8746391752577319,0.8736771031500578,0.8041236996650696,0.8069906849522447,0.8630927835051546,0.8630744521590314,0.7839174866676331,0.7911299723781979,0.8107216494845361,0.8099340943586792,0.8148453235626221,0.819027476316373,0.8375257731958763,0.8357953682615437,0.7785567045211792,0.79169835779001,0.8334020618556701,0.8309917782259152,0.7950515151023865,0.7903166211120607,0.8465979381443299,0.8459814576741511,0.7962886691093445,0.8003352368920533,0.8408247422680413,0.8394095218370619,952.1152758598328
MoteStrain,2,20,1252,0.8809903860092163,0.8799419493311623,0.8865814696485623,0.8862771875196228,0.8833865523338318,0.8813507394483218,0.902555910543131,0.9021857511236797,0.8873801827430725,0.8862826314518077,0.9017571884984026,0.9018829826090239,0.8769968152046204,0.8756975604724329,0.9009584664536742,0.9009187655521879,0.8841853141784668,0.8826975303416917,0.8961661341853036,0.8962772996530688,0.8753993511199951,0.8751671366519492,0.8857827476038339,0.8857754885127317,0.8753993511199951,0.8742440944070713,0.8730031948881789,0.8730931348730462,66.24812412261963
NonInvasiveFetalECGThorax1,42,1800,1965,0.9104325771331787,0.9095170967387725,0.889058524173028,0.8875720205075527,0.9119592905044556,0.9115396885760413,0.8966921119592876,0.89666173618974,0.9165394306182861,0.9163133770015923,0.8987277353689568,0.8976927007167457,0.9195928573608398,0.9171640345161853,0.8997455470737914,0.8976747174609413,0.9165394306182861,0.9147689451819457,0.8875318066157761,0.887470061017466,0.9083969593048096,0.9066039976558264,0.8951653944020356,0.8932459330896356,0.9114503860473633,0.9100354511201464,0.8895674300254452,0.8892719972584444,6676.654637336731
NonInvasiveFetalECGThorax2,42,1800,1965,0.9302799105644226,0.9281321983634708,0.9185750636132316,0.9178049691010318,0.9282442927360535,0.925373804040598,0.9180661577608142,0.9182315142828092,0.925699770450592,0.9225326826205292,0.9292620865139949,0.9285882562880088,0.9358778595924377,0.933031002841931,0.9211195928753181,0.9205598388071448,0.9287531971931458,0.9250881860266624,0.9206106870229007,0.9191957770321728,0.9318066239356995,0.9285391740165284,0.9195928753180661,0.918806591257407,0.929262101650238,0.9262485487089533,0.9139949109414758,0.9142235310506078,6850.011153936386
OliveOil,4,30,30,0.9000000357627869,0.8735087719298245,0.8,0.7843434343434343,0.9000000357627869,0.8735087719298245,0.7666666666666667,0.7381159420289855,0.9000000357627869,0.8735087719298245,0.8,0.7896135265700485,0.8666667342185974,0.7949999999999999,0.7333333333333333,0.6475641025641025,0.9000000357627869,0.8735087719298245,0.7333333333333333,0.7029417989417989,0.9000000357627869,0.8735087719298245,0.7333333333333333,0.7140000000000001,0.9000000357627869,0.8565002249212774,0.7666666666666667,0.7609126984126983,72.35310006141663
OSULeaf,6,200,242,0.5619834661483765,0.5502371896095891,0.7892561983471075,0.7825182951530689,0.5702478885650635,0.5695523035219995,0.7892561983471075,0.769765916130792,0.5289255976676941,0.5206178141018022,0.7768595041322314,0.7697701570056056,0.5454545021057129,0.5391614879526146,0.7768595041322314,0.7704279878404204,0.5247933864593506,0.48527861903625297,0.7933884297520661,0.7839420575214112,0.5206611156463623,0.5016670551067802,0.7231404958677686,0.6871885412604587,0.5454545021057129,0.5048411761767048,0.731404958677686,0.6975517982336474,507.29122281074524
PhalangesOutlinesCorrect,2,1800,858,0.8438228368759155,0.8319565026747346,0.8275058275058275,0.826999184175362,0.8414918780326843,0.8296744359848662,0.8193473193473193,0.8199516326038391,0.8286713361740112,0.8070863191061418,0.824009324009324,0.8224814595793015,0.825174868106842,0.8128718572068325,0.8135198135198135,0.8139153311567106,0.825174868106842,0.8097920866414041,0.8263403263403264,0.8264825435915772,0.811188817024231,0.7879568212744925,0.8158508158508159,0.8123643312262239,0.825174868106842,0.8111263736263736,0.8158508158508159,0.8139068803275445,5754.500865936279
PigArtPressure,52,104,208,0.125,0.06325909327221171,0.6923076923076923,0.6325854700854701,0.13461539149284363,0.08380161505161506,0.7019230769230769,0.6507827642443027,0.11538462340831757,0.08804452126820549,0.6298076923076923,0.5899672976596053,0.17788462340831757,0.1296673600406632,0.6875,0.6475791302714379,0.12980769574642181,0.10399296216603908,0.7211538461538461,0.6781590204667126,0.12019231170415878,0.07127023617408232,0.7596153846153846,0.7234088561011637,0.12980769574642181,0.08432295771096676,0.5673076923076923,0.49364004191939415,617.6040604114532
PowerCons,2,180,180,1.0,1.0,0.9444444444444444,0.9444169960474309,1.0,1.0,0.9611111111111111,0.9611099107997161,1.0,1.0,0.9388888888888889,0.9388416988416989,1.0,1.0,0.9444444444444444,0.9443826473859843,1.0,1.0,0.95,0.9499861072520144,1.0,1.0,0.95,0.9499984567424921,1.0,1.0,0.9277777777777778,0.9277755486280439,474.2251434326172
ProximalPhalanxOutlineAgeGroup,3,400,205,0.8634146451950073,0.7650822811788934,0.8780487804878049,0.87342544463696,0.8634146451950073,0.7378699774739378,0.8682926829268293,0.8633352689075123,0.8634146451950073,0.7928906389377374,0.8829268292682927,0.8796301259715894,0.8585366010665894,0.7826313809105732,0.8975609756097561,0.8962950916227489,0.8585366010665894,0.6631867259082967,0.8682926829268293,0.8633352689075123,0.8536585569381714,0.5933447305254796,0.8682926829268293,0.8692760834908041,0.8682926893234253,0.7968804632401225,0.8829268292682927,0.8809756097560976,951.6966586112976
ProximalPhalanxOutlineCorrect,2,600,291,0.893470823764801,0.8733450333450333,0.8934707903780069,0.8936245393904643,0.907216489315033,0.8882059162504802,0.9003436426116839,0.8985154990797359,0.9037801027297974,0.8852265043948614,0.9037800687285223,0.9025412317271543,0.9037801027297974,0.8852265043948614,0.9037800687285223,0.8997666624241654,0.9140893816947937,0.8950292186710915,0.8831615120274914,0.8777210468884872,0.907216489315033,0.8840825600094422,0.865979381443299,0.8579930201894252,0.8969072103500366,0.8707049763033176,0.8934707903780069,0.8892780657273791,1806.1361413002014
RefrigerationDevices,3,375,375,0.41333332657814026,0.4036094798907204,0.5706666666666667,0.560309318493975,0.4026666581630707,0.38524375159279217,0.56,0.5421617203009526,0.41333332657814026,0.39402433298756545,0.568,0.5534686752049317,0.41600000858306885,0.38450870114889835,0.5813333333333334,0.5637518037518038,0.3733333349227905,0.30806291765771887,0.576,0.5637652312143353,0.41333332657814026,0.35384453268208854,0.584,0.572575021277764,0.37599998712539673,0.32610767931889095,0.5866666666666667,0.5678207116274259,742.1414983272552
