dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,execution_time
Wine,2,57,54,0.8703703880310059,0.8703259005145798,0.6666666666666666,0.6591865357643759,0.6851851940155029,0.6850771869639793,0.7222222222222222,0.7198201314424074,0.7407407760620117,0.7393103448275862,0.7407407407407407,0.7393103448275861,0.8148148059844971,0.8137931034482759,0.7777777777777778,0.7698863636363638,0.7962962985038757,0.7928147889780258,0.7037037037037037,0.7032967032967034,0.8148148059844971,0.8137931034482759,0.6666666666666666,0.6666666666666666,173.1126742362976
