dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,vae_augmented_best_acc,vae_augmented_best_f1,vae_augmented_augmented_best_acc,vae_augmented_augmented_best_f1,vae_augmented_augmented_augmented_best_acc,vae_augmented_augmented_augmented_best_f1,classifier_best_acc,classifier_best_f1,classifier_augmented_best_acc,classifier_augmented_best_f1,classifier_augmented_augmented_best_acc,classifier_augmented_augmented_best_f1,classifier_augmented_augmented_augmented_best_acc,classifier_augmented_augmented_augmented_best_f1
StarLightCurves,3,1000,8236,0.9577464788732394,0.9582802667376585,0.9507042253521126,0.9515549048522018,0.948761534725595,0.9495708181965827,0.947425934919864,0.9487150325711451,0.9663671685284119,0.9657421695326501,0.9661243322000971,0.9657055904677941,0.9618746964545896,0.9615754210598472,0.9641816415735794,0.9638608479061507
Strawberry,2,613,370,0.9837837837837838,0.9838105355760254,0.981081081081081,0.9811564885748582,0.9837837837837838,0.9838105355760254,0.9783783783783784,0.9784806082678422,0.9837837837837838,0.9838105355760254,0.9837837837837838,0.9838360875421337,0.981081081081081,0.9810649447065257,0.9783783783783784,0.9783410866230502
SwedishLeaf,15,500,625,0.904,0.904060143563292,0.896,0.8943142374022742,0.8944,0.8937373239369727,0.8944,0.8937744536103146,0.9216,0.9210075876144701,0.9248,0.9241705046103649,0.9248,0.9237154194707405,0.9152,0.9148360760449086
Symbols,6,25,995,0.8824120603015075,0.8796934678798791,0.8864321608040201,0.8844261087573141,0.8834170854271357,0.8813408394898,0.892462311557789,0.8914153154276759,0.8824120603015075,0.8833842054073137,0.9045226130653267,0.903636610525244,0.9025125628140703,0.9012848334319873,0.9085427135678392,0.9083396088957795
SyntheticControl,6,300,300,0.9733333333333334,0.9732905621389206,0.9766666666666667,0.9766646860764507,0.9733333333333334,0.973328665399553,0.9733333333333334,0.9732983298329835,0.9933333333333333,0.9933650227767873,0.99,0.9899996666333299,0.99,0.9899996666333299,0.99,0.990031689443454
ToeSegmentation1,2,40,228,0.6359649122807017,0.6353693853757162,0.6403508771929824,0.6365914786967419,0.6228070175438597,0.6201558580935229,0.618421052631579,0.6174438696143458,0.9078947368421053,0.9079142721157055,0.9342105263157895,0.9340410282238536,0.9298245614035088,0.9298678128294541,0.9254385964912281,0.9253737717620428
ToeSegmentation2,2,36,130,0.8,0.814,0.7769230769230769,0.7963708086785009,0.6923076923076923,0.7248563700176603,0.7538461538461538,0.7689733960133414,0.8692307692307693,0.8702552694428117,0.8846153846153846,0.8736512356421859,0.8846153846153846,0.8703094263632382,0.8846153846153846,0.8703094263632382
Trace,4,100,100,0.88,0.880958608058608,0.81,0.811529372588196,0.84,0.8394087991718426,0.8,0.7942736263736263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TwoLeadECG,2,23,1139,0.8683055311676909,0.8681304996193215,0.922739244951712,0.9227388876247695,0.9236172080772608,0.9236165015406304,0.935908691834943,0.9358765632644341,0.8042142230026339,0.8042139211708117,0.8683055311676909,0.8682963944603778,0.8779631255487269,0.8778755812299912,0.8858647936786654,0.8858378665302726
TwoPatterns,4,1000,4000,0.85375,0.8537626236301996,0.86425,0.8642544375049683,0.8515,0.8506027386451076,0.88425,0.8841063395789013,0.8965,0.896166451854067,0.87875,0.8783330404140932,0.879,0.8773902831454939,0.887,0.8870609747477736
UMD,3,36,144,0.8472222222222222,0.8505266482648758,0.875,0.8771737254495875,0.875,0.876701861151466,0.8958333333333334,0.8962406015037594,0.8402777777777778,0.8399906971335542,0.7916666666666666,0.7900641025641026,0.8125,0.8120194997202909,0.7847222222222222,0.7839465545347899
UWaveGestureLibraryAll,8,896,3582,0.9519821328866555,0.9521427813461306,0.9525404801786711,0.9526752043946648,0.9522613065326633,0.9524718656297242,0.957286432160804,0.9572439537559188,0.9148520379676158,0.9138302464007706,0.9089893914014517,0.90871393264176,0.9159687325516471,0.9156048634545036,0.9126186487995533,0.9119899867593146
UWaveGestureLibraryX,8,896,3582,0.7663316582914573,0.756945527513198,0.7615857063093244,0.7541054705089171,0.7654941373534339,0.758350465388077,0.7671691792294807,0.7643853968356046,0.7562814070351759,0.752222333748325,0.7238972640982692,0.7095231492228898,0.7227805695142379,0.7017167929038391,0.7197096594081519,0.7086119241654026
UWaveGestureLibraryY,8,896,3582,0.7007258514796203,0.6999376911877689,0.6937465103294249,0.6938119834292924,0.7029592406476829,0.7014576679215012,0.6937465103294249,0.6921787347093263,0.6454494695700725,0.6394079094013082,0.6300949190396427,0.6180425109149551,0.629536571747627,0.6220047089237796,0.6345616973757677,0.6265658693965214
UWaveGestureLibraryZ,8,896,3582,0.7040759352317141,0.6918951633420859,0.7040759352317141,0.6950066867296775,0.6962590731434952,0.6847727133119124,0.7021217197096594,0.6933207118227822,0.6772752652149637,0.6711668746231298,0.6613623673925182,0.639811247627918,0.6454494695700725,0.624364838836176,0.6541038525963149,0.6442948317354856
Wafer,2,1000,6164,0.9961064243997404,0.9960934445282092,0.9954574951330305,0.9954664556018981,0.995619727449708,0.9956036508227917,0.9951330304996755,0.9951394419190396,0.9944841012329656,0.9944804491400798,0.994970798182998,0.9949790724356887,0.995944192083063,0.9959587963385984,0.996268656716418,0.9962820926315107
Wine,2,57,54,0.7777777777777778,0.7765517241379312,0.8333333333333334,0.8304848273456573,0.8888888888888888,0.8887362637362637,0.9629629629629629,0.9629120879120878,0.7777777777777778,0.7777777777777778,0.8148148148148148,0.8125,0.8148148148148148,0.8125,0.8888888888888888,0.8888888888888888
Worms,5,181,77,0.5584415584415584,0.5199736054576299,0.5584415584415584,0.5338332302618016,0.5584415584415584,0.5206286467156032,0.5844155844155844,0.5591775561899399,0.7662337662337663,0.746261957670802,0.7402597402597403,0.7165620165620166,0.7402597402597403,0.739992338488579,0.7792207792207793,0.7696794547443898
WordSynonyms,25,267,638,0.5768025078369906,0.5436902431949996,0.5532915360501567,0.5315258895550169,0.5783699059561128,0.5548953035799082,0.567398119122257,0.5424600900988957,0.54858934169279,0.5126640047900137,0.5391849529780565,0.4929333635363239,0.5470219435736677,0.5151538948207142,0.5454545454545454,0.5046073178294667
WormsTwoClass,2,181,77,0.7272727272727273,0.7286611233667062,0.7012987012987013,0.6991104133961276,0.7012987012987013,0.6991104133961276,0.7142857142857143,0.7142857142857143,0.7792207792207793,0.7776033490319205,0.8051948051948052,0.7938405700408315,0.7792207792207793,0.7720331757228122,0.7922077922077922,0.7884498480243161
Yoga,2,300,3000,0.87,0.8692146899815492,0.864,0.863468371402275,0.868,0.8675219600941287,0.8646666666666667,0.8639260311440224,0.8113333333333334,0.8103217272129917,0.8013333333333333,0.8003115750201982,0.7763333333333333,0.7761433162098701,0.7856666666666666,0.7851456454204999
