dataset,num_classes,num_train_samples,num_test_samples,baseline_best_acc,baseline_best_f1,baseline_final_acc,baseline_final_f1,augmented_train_samples,augmented_best_acc,augmented_best_f1,augmented_final_acc,augmented_final_f1
Car,4,60,60,0.5333333611488342,0.5545454545454546,0.5,0.5083487654320988,113,0.4166666865348816,0.4215773809523809,0.4166666865348816,0.41898390587906714
Car,4,60,60,0.5666667222976685,0.5665592903828198,0.45000001788139343,0.45513624861450946,110,0.5,0.5023517803517803,0.5,0.5023517803517803
Chinatown,2,20,343,0.9854227900505066,0.9854930481065752,0.9854227900505066,0.9854930481065752,34,0.9795918464660645,0.9796902673492053,0.9795918464660645,0.9796902673492053
Chinatown,2,20,343,0.9883382320404053,0.9883760586456267,0.9854227900505066,0.9854930481065752,37,0.9737609624862671,0.9738874865918353,0.9620991349220276,0.9628168256729636
Chinatown,2,20,343,0.9708455204963684,0.9709401466140666,0.9679300785064697,0.9678764148086947,39,0.9883382320404053,0.9883760586456267,0.9883382320404053,0.9883760586456267
Chinatown,2,20,343,0.9795918464660645,0.9796902673492053,0.9795918464660645,0.9796902673492053,40,0.965014636516571,0.9651281759368797,0.965014636516571,0.9651281759368797
Chinatown,2,20,343,0.9883382320404053,0.9884124557862474,0.9854227900505066,0.9854930481065752,38,0.9358600974082947,0.9376018695675429,0.9300292134284973,0.9320773207242079
Chinatown,2,20,343,0.9883382320404053,0.9883760586456267,0.9795918464660645,0.9797527015094049,38,0.9795918464660645,0.9796902673492053,0.9737609624862671,0.9738874865918353
Chinatown,2,20,343,0.9446064233779907,0.9459243324848103,0.9446064233779907,0.9459243324848103,39,0.9708455204963684,0.9712024751591598,0.9620991349220276,0.961905296648056
Chinatown,2,20,343,0.9766764044761658,0.9768249115724948,0.9766764044761658,0.9767521172912532,38,0.9504373669624329,0.9509736062460614,0.9504373669624329,0.9509736062460614
Chinatown,2,20,343,0.9591836929321289,0.9589026325929644,0.9446064233779907,0.945655360598947,40,0.9795918464660645,0.9797527015094049,0.9795918464660645,0.979812661395437
Chinatown,2,20,343,0.9795918464660645,0.9796902673492053,0.9737609624862671,0.973803951014151,38,0.9825073480606079,0.9826186836793711,0.9795918464660645,0.9797527015094049
ChlorineConcentration,3,467,3840,0.7440104484558105,0.7357073586734892,0.741406261920929,0.7331097001878901,685,0.749218761920929,0.7406900480313521,0.452604204416275,0.432077849260745
ChlorineConcentration,3,467,3840,0.7658854722976685,0.7579644119187551,0.7651042342185974,0.7573395715994781,688,0.7750000357627869,0.7691057734148438,0.7750000357627869,0.7683892026605946
ChlorineConcentration,3,467,3840,0.6989583969116211,0.6943921309526618,0.698437511920929,0.6937842159100237,695,0.733593761920929,0.7268931059222258,0.7307292222976685,0.7245953812668617
ChlorineConcentration,3,467,3840,0.7460938096046448,0.7377173242825179,0.7447916865348816,0.7368073917224568,687,0.7601562738418579,0.7542000195725354,0.7575521469116211,0.7519502275934461
ChlorineConcentration,3,467,3840,0.7403646111488342,0.7315170794592641,0.7385417222976685,0.7307018657250156,697,0.737500011920929,0.7328623155080045,0.7343750596046448,0.7294267064491587
ChlorineConcentration,3,467,3840,0.7822917103767395,0.7730783776789979,0.7799479365348816,0.771687706331215,661,0.7710937857627869,0.7650314236462135,0.7692708969116211,0.7635362313247459
ChlorineConcentration,3,467,3840,0.7463542222976685,0.7405603505892141,0.7460938096046448,0.7401636168101036,699,0.7580729722976685,0.7512613085377154,0.7544271349906921,0.7483045617905771
ChlorineConcentration,3,467,3840,0.7513021230697632,0.7407809832644399,0.7450520992279053,0.7370687555831733,674,0.7606770992279053,0.7552861083426741,0.7578125596046448,0.752568361082075
ChlorineConcentration,3,467,3840,0.7450520992279053,0.7340075127910943,0.7424479722976685,0.735980456263029,666,0.7523437738418579,0.7451332621752478,0.7481771111488342,0.7401892268789195
ChlorineConcentration,3,467,3840,0.7510417103767395,0.7444771232459605,0.7510417103767395,0.7444771232459605,683,0.7223958969116211,0.7133813893555538,0.5182291865348816,0.5140908071395206
CinCECGTorso,4,40,1380,0.7347826361656189,0.7329923191486595,0.7137681245803833,0.7148698654979609,79,0.7253623604774475,0.7191056337869948,0.7253623604774475,0.7191056337869948
CinCECGTorso,4,40,1380,0.7130435109138489,0.7088713639411934,0.7072464227676392,0.7016249608157467,80,0.7079710364341736,0.7120241395699799,0.6913043856620789,0.6953645498653577
CinCECGTorso,4,40,1380,0.7311594486236572,0.727839895312646,0.7231884598731995,0.719216886183149,79,0.7318840622901917,0.730037941048452,0.719565212726593,0.7190925640684109
CinCECGTorso,4,40,1380,0.7434782981872559,0.7440855296301407,0.7420290112495422,0.742813859543294,80,0.708695650100708,0.7076594936122513,0.6811594367027283,0.6881022561951575
CinCECGTorso,4,40,1380,0.7050724625587463,0.7035988717705397,0.6971014738082886,0.693885913499943,80,0.697826087474823,0.6951357265380916,0.6797101497650146,0.6786607265360198
CinCECGTorso,4,40,1380,0.72826087474823,0.7286260811862222,0.7253623604774475,0.7264164018457147,80,0.6905797123908997,0.6811123985052359,0.6688405871391296,0.6623964073730099
CinCECGTorso,4,40,1380,0.7231884598731995,0.7234263339633219,0.7210144996643066,0.7215074741565076,80,0.7405797243118286,0.7391313200302654,0.739130437374115,0.7372987882791902
CinCECGTorso,4,40,1380,0.7681159973144531,0.7676645908649185,0.7630435228347778,0.7619630072196386,80,0.6876811981201172,0.6905859295592931,0.6826087236404419,0.6857297993734045
CinCECGTorso,4,40,1380,0.7326087355613708,0.734098153095177,0.7217391729354858,0.725212232179243,80,0.6782609224319458,0.6810393534053918,0.6768116354942322,0.6797305536863244
CinCECGTorso,4,40,1380,0.7166666984558105,0.719562006951602,0.7152174115180969,0.7180321724524008,80,0.645652174949646,0.6470021406017203,0.634782612323761,0.633975240143284
Coffee,2,28,28,0.6071428656578064,0.6056221198156683,0.5714285969734192,0.5714285714285714,54,0.785714328289032,0.7788388082505728,0.7500000596046448,0.7450592885375494
Coffee,2,28,28,0.6428571939468384,0.6391369047619049,0.6071428656578064,0.6056221198156683,56,0.7500000596046448,0.738095238095238,0.7142857313156128,0.7051184110007639
Coffee,2,28,28,0.6428571939468384,0.6428571428571429,0.6428571939468384,0.6391369047619049,55,0.7500000596046448,0.738095238095238,0.6071428656578064,0.6056221198156683
Coffee,2,28,28,0.6071428656578064,0.5157955865272938,0.5,0.5,55,0.6428571939468384,0.6391369047619049,0.535714328289032,0.5339170506912443
Coffee,2,28,28,0.6785714626312256,0.6773271889400923,0.6785714626312256,0.6773271889400923,56,0.6428571939468384,0.6190476190476192,0.6071428656578064,0.6076445904032111
Coffee,2,28,28,0.7500000596046448,0.7450592885375494,0.7500000596046448,0.7450592885375494,56,0.7500000596046448,0.738095238095238,0.7142857313156128,0.7051184110007639
Coffee,2,28,28,0.6785714626312256,0.6773271889400923,0.6785714626312256,0.6773271889400923,56,0.785714328289032,0.7834821428571429,0.6428571939468384,0.6428571428571429
Coffee,2,28,28,0.6785714626312256,0.6722190852625636,0.6428571939468384,0.6391369047619049,56,0.8214285969734192,0.8129251700680271,0.7142857313156128,0.7051184110007639
Coffee,2,28,28,0.785714328289032,0.7788388082505728,0.7500000596046448,0.7450592885375494,56,0.7142857313156128,0.7113095238095237,0.6785714626312256,0.6773271889400923
Coffee,2,28,28,0.7500000596046448,0.7450592885375494,0.7500000596046448,0.7450592885375494,55,0.7500000596046448,0.7450592885375494,0.6785714626312256,0.6773271889400923
Computers,2,250,250,0.6760000586509705,0.6744948642523027,0.6440000534057617,0.6439487286169209,430,0.6840000152587891,0.6802706771786113,0.6320000290870667,0.6308423215202876
Computers,2,250,250,0.6880000233650208,0.6859903381642511,0.6680000424385071,0.6660712274095174,385,0.6720000505447388,0.6716637837145236,0.6440000534057617,0.6423462088698141
Computers,2,250,250,0.6440000534057617,0.6244789117483249,0.6240000128746033,0.6239759344598055,408,0.7280000448226929,0.7271443246019517,0.7160000205039978,0.7157771693007318
Computers,2,250,250,0.6760000586509705,0.6702545146634967,0.6000000238418579,0.5962793101220851,420,0.6840000152587891,0.6828582898434363,0.6520000100135803,0.6519498807828327
Computers,2,250,250,0.6600000262260437,0.6590781473103271,0.656000018119812,0.6549178222907036,434,0.6640000343322754,0.6542413066385669,0.6520000100135803,0.6513249651324966
Computers,2,250,250,0.7160000205039978,0.7157771693007318,0.7040000557899475,0.704,432,0.7040000557899475,0.6977321743676883,0.6680000424385071,0.6679521851146565
Computers,2,250,250,0.64000004529953,0.6354267937001751,0.6080000400543213,0.6078996223033097,438,0.6760000586509705,0.6582336163102732,0.6240000128746033,0.6169144496609286
Computers,2,250,250,0.6640000343322754,0.6488059401966686,0.5840000510215759,0.5826913199794556,431,0.6920000314712524,0.684317551944112,0.6240000128746033,0.6239759344598055
Computers,2,250,250,0.6720000505447388,0.6689490343001098,0.6200000047683716,0.6198479391756703,430,0.6720000505447388,0.6712425428186543,0.6600000262260437,0.6575839120836624
Computers,2,250,250,0.7040000557899475,0.7007634575569358,0.6960000395774841,0.6940418679549115,427,0.6480000019073486,0.6320824135393671,0.6240000128746033,0.6224535698219908
Crop,24,7200,16800,0.7686309218406677,0.7668368949614711,0.7648214101791382,0.7634002608745639,7739,0.7707738280296326,0.7687368099819282,0.7649999856948853,0.762689060016262
Crop,24,7200,16800,0.7710714340209961,0.7695714401079355,0.7669047713279724,0.7653712194810778,7735,0.7692261934280396,0.7679383743640816,0.7678571343421936,0.7663173808127413
Crop,24,7200,16800,0.7689880728721619,0.7670337750210514,0.7666071057319641,0.7650454354428345,7729,0.7695237994194031,0.7681880580178873,0.7661309242248535,0.7648032577050481
