dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time,alpha
ECG200,2,100,100,0.9199999570846558,0.910873440285205,0.87,0.8695883830112459,0.9099999666213989,0.9004314636574842,0.86,0.8580035650623885,0.8799999952316284,0.8621323529411764,0.88,0.88,0.85999995470047,0.8417005879692447,0.91,0.9097150343924008,0.8899999856948853,0.8783051222480363,0.88,0.8782887700534759,0.8499999642372131,0.8262078554049357,0.87,0.8675928627538997,0.8999999761581421,0.8869289914066034,0.9,0.9013871374527114,575.2773683071136,1.7999999999999998
ECG200,2,100,100,0.9199999570846558,0.910873440285205,0.87,0.8663703703703703,0.9199999570846558,0.9131944444444444,0.89,0.8896517087018233,0.9199999570846558,0.910873440285205,0.9,0.9005577005577006,0.9199999570846558,0.910873440285205,0.88,0.88,0.8899999856948853,0.8783051222480363,0.9,0.9,0.8999999761581421,0.8885918003565062,0.92,0.9194725274725275,0.8700000047683716,0.8518518518518519,0.89,0.8896517087018233,746.4558267593384,1.2
ECG200,2,100,100,0.9199999570846558,0.910873440285205,0.87,0.8663703703703703,0.9399999976158142,0.9348958333333333,0.89,0.8888682376369067,0.9099999666213989,0.8974358974358975,0.9,0.9,0.9399999976158142,0.9331550802139037,0.91,0.9097150343924008,0.9199999570846558,0.910873440285205,0.92,0.9204461604461605,0.9199999570846558,0.910873440285205,0.9,0.9005577005577006,0.8700000047683716,0.8518518518518519,0.9,0.9,573.7759487628937,1.4
ECG200,2,100,100,0.9199999570846558,0.910873440285205,0.87,0.8663703703703703,0.9199999570846558,0.910873440285205,0.89,0.8908800000000001,0.9199999570846558,0.9095431931252826,0.89,0.8896517087018233,0.9199999570846558,0.9141999141999142,0.9,0.9010186757215619,0.8999999761581421,0.8869289914066034,0.85,0.8523067266450465,0.9199999570846558,0.9120879120879121,0.91,0.91072,0.8999999761581421,0.8869289914066034,0.9,0.8993406593406593,706.0317816734314,1.5999999999999999
ECG200,2,100,100,0.9199999570846558,0.910873440285205,0.87,0.8663703703703703,0.9399999976158142,0.9331550802139037,0.87,0.87104,0.9199999570846558,0.9120879120879121,0.88,0.8812224108658744,0.8799999952316284,0.8663101604278074,0.9,0.9005577005577006,0.9099999666213989,0.9004314636574842,0.91,0.9097150343924008,0.8899999856948853,0.8765570643025473,0.88,0.8782887700534759,0.8899999856948853,0.8765570643025473,0.91,0.9090740126120146,763.1025743484497,1.7999999999999998
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.3314917127071823,0.2675713446052012,0.41436466574668884,0.38109188955569967,0.4088397790055249,0.3464797346319209,0.41436466574668884,0.35100665547570803,0.35082872928176795,0.2708333765932531,0.43922653794288635,0.3899798349135752,0.430939226519337,0.38702216500879216,0.3977900743484497,0.3364634611394341,0.3784530386740331,0.3171019201122752,0.4171271026134491,0.38614702981009286,0.3701657458563536,0.30961603977819135,0.3839779198169708,0.36241908139231255,0.3756906077348066,0.3242702618798203,1020.4929580688477,1.2
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.39226519337016574,0.3369131692535444,0.43370166420936584,0.40693621609697034,0.42265193370165743,0.3551402301026438,0.4171271026134491,0.3714448577725269,0.3867403314917127,0.33949115579797123,0.4558011293411255,0.4246351316161192,0.3867403314917127,0.35315996358778695,0.4226519465446472,0.38652133607579414,0.3867403314917127,0.3500777208234601,0.40883979201316833,0.34325042961862695,0.2430939226519337,0.15061741036382764,0.4116022288799286,0.39014421166844815,0.23204419889502761,0.15775975439384474,997.3239097595215,1.4
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.3287292817679558,0.2885430955340576,0.44475141167640686,0.3862026697199929,0.39779005524861877,0.35950282666466926,0.4613259732723236,0.44339040104210176,0.39779005524861877,0.34888074356648535,0.42541438341140747,0.399813021393893,0.39779005524861877,0.367853394208167,0.4364641010761261,0.4070061283642155,0.39502762430939226,0.3486327180978915,0.45303869247436523,0.4281024193877394,0.34806629834254144,0.2938631733652863,0.43370166420936584,0.41382992477659597,0.3314917127071823,0.2613202968738352,1007.7693138122559,1.5999999999999999
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.3453038674033149,0.3061922107746407,0.450276255607605,0.42325956542511567,0.40607734806629836,0.3686466295971555,0.4281768202781677,0.39098468514493673,0.3674033149171271,0.30615885666956943,0.43370166420936584,0.38842741906725053,0.4198895027624309,0.3839400774253371,0.4558011293411255,0.4107128190754612,0.3453038674033149,0.3035477060432515,0.38950276374816895,0.3420027125592449,0.4116022099447514,0.3728020502167448,0.41436466574668884,0.37966661528392365,0.425414364640884,0.3959514594885944,1107.740612745285,1.7999999999999998
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.3784530386740331,0.34381377943121827,0.4419889748096466,0.4144254479553884,0.43646408839779005,0.3806675791684768,0.39502763748168945,0.3661784356080942,0.356353591160221,0.31607437915127495,0.45303869247436523,0.42809316437813116,0.4143646408839779,0.3873035572399652,0.40883979201316833,0.36996309653525666,0.38950276243093923,0.3434804605784437,0.4171271026134491,0.3764263752777122,0.4613259668508287,0.42289290025280796,0.39502763748168945,0.34176530582202996,0.4005524861878453,0.35295468094425403,2026.7165429592133,1.2
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.38950276243093923,0.36399359289535155,0.41988950967788696,0.40326188408054414,0.39502762430939226,0.36007954556767746,0.42541438341140747,0.3821957038127261,0.39502762430939226,0.33972961614548414,0.4281768202781677,0.41733085250667096,0.4419889502762431,0.40457857697978533,0.4364641010761261,0.39237258739126984,0.34806629834254144,0.28523244095266415,0.450276255607605,0.4276554893448172,0.4281767955801105,0.3721868403239711,0.38950276374816895,0.34626987211864974,0.4198895027624309,0.382446209881971,2519.7350833415985,1.4
EOGVerticalSignal,12,362,362,0.4116022288799286,0.35834968631101227,0.4005524861878453,0.33739093419924904,0.4558011293411255,0.4273484044454392,0.43646408839779005,0.41241589623574587,0.41988950967788696,0.39993668679907496,0.39779005524861877,0.36577104674553873,0.4613259732723236,0.4298744438012503,0.425414364640884,0.38097362349778485,0.46408841013908386,0.4421714332587507,0.3729281767955801,0.2996060637048701,0.4364641010761261,0.39196946157603807,0.40607734806629836,0.3714599727876059,0.3784530460834503,0.3384188636738028,0.3674033149171271,0.3031283880401363,1978.063048362732,1.5999999999999999
PigArtPressure,52,104,208,0.11538462340831757,0.07971713874723908,0.6923076923076923,0.6508796758796758,0.13461539149284363,0.09501969162680306,0.6394230769230769,0.581341399134326,0.14423076808452606,0.12681956052996776,0.7259615384615384,0.674885797962721,0.11538462340831757,0.0774935756047707,0.5576923076923077,0.47450639778575004,0.14423076808452606,0.10977566807387669,0.6201923076923077,0.55517231306705,0.125,0.11001914751914753,0.6634615384615384,0.6023920523920524,0.11538462340831757,0.09675784685400068,0.6153846153846154,0.5673028151707082,1138.6659851074219,1.2
PigArtPressure,52,104,208,0.11538462340831757,0.07971713874723908,0.6875,0.6378371628371627,0.10576923191547394,0.06995030104847919,0.5769230769230769,0.49649549168779933,0.11538462340831757,0.08999567765830332,0.6201923076923077,0.5519579036719505,0.13461539149284363,0.09073902504029545,0.6826923076923077,0.629499453537915,0.11538462340831757,0.09021160103701159,0.6730769230769231,0.6255633536503982,0.10576923191547394,0.07528811767942202,0.5721153846153846,0.4952516701498602,0.08653846383094788,0.05905254744714336,0.5096153846153846,0.44378708897939667,1064.5469286441803,1.4
