dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,mean_trust_step_0,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,mean_trust_step_1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,mean_trust_step_2,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,mean_trust_step_3,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,mean_trust_step_4,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,mean_trust_step_5,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
GunPointMaleVersusFemale,2,135,316,1.0,1.0,0.990506329113924,0.9905047081711914,0.49299997,1.0,1.0,0.9873417721518988,0.9873371937630134,0.5,1.0,1.0,0.9810126582278481,0.9810057906445201,0.51,1.0,1.0,0.9810126582278481,0.9810126582278481,0.519,1.0,1.0,0.9746835443037974,0.9746631803593828,0.4895,1.0,1.0,0.9462025316455697,0.9462364895894645,0.5125,1.0,1.0,0.9810126582278481,0.9810057906445201,546.1623480319977
SemgHandSubjectCh2,5,450,450,0.742222249507904,0.7422004401570964,0.44,0.4350251090778159,0.20680001,0.7488889098167419,0.7530592177361994,0.4488888888888889,0.436135696222567,0.20120001,0.7755555510520935,0.7736511025478052,0.4488888888888889,0.4250567213045553,0.21400002,0.7444444894790649,0.7423610897193359,0.4533333333333333,0.44627470865289703,0.2236,0.8066666722297668,0.8060995214369402,0.4488888888888889,0.43729822428579856,0.20579998,0.7711111307144165,0.770680766407794,0.4222222222222222,0.40686888761572876,0.2168,0.7866666913032532,0.7885290244229873,0.4622222222222222,0.4550569445809514,1424.9045174121857
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.5525,0.949999988079071,0.949874686716792,0.85,0.846547314578005,0.549,1.0,1.0,0.85,0.846547314578005,0.547,0.949999988079071,0.949874686716792,0.85,0.846547314578005,0.54550004,0.9000000357627869,0.898989898989899,0.85,0.846547314578005,0.5485,0.949999988079071,0.949874686716792,0.85,0.846547314578005,0.536,0.9000000357627869,0.9,0.85,0.846547314578005,50.598241090774536
GestureMidAirD2,26,208,130,0.5769230723381042,0.5822707094974301,0.5461538461538461,0.5244440890934103,0.056346156,0.5923076868057251,0.5861183688106765,0.5538461538461539,0.5382285449593142,0.049038466,0.5846154093742371,0.5589159940374515,0.5846153846153846,0.5665890733198427,0.05265385,0.5692307949066162,0.5430767949998719,0.5153846153846153,0.4655603948590374,0.046346154,0.5769230723381042,0.5542852446698601,0.5692307692307692,0.5451132201132202,0.049500003,0.5846154093742371,0.577284467669083,0.5461538461538461,0.5217538871385025,0.05323077,0.607692301273346,0.5899490466798158,0.5153846153846153,0.46260290739928744,503.3122093677521
CricketX,12,390,390,0.5410256385803223,0.5582107592158921,0.6512820512820513,0.6406287036554081,0.10691666,0.5384615659713745,0.5488947556962377,0.6692307692307692,0.6613884755905723,0.10458332,0.5615384578704834,0.5691615360286172,0.6461538461538462,0.6290376303992241,0.10008334,0.5589743852615356,0.5528104870746166,0.6282051282051282,0.6195196030050877,0.10366666,0.5615384578704834,0.5656493211396939,0.6461538461538462,0.6409559698018797,0.103250004,0.5564102530479431,0.5562481827387021,0.6358974358974359,0.6244401490231697,0.102000006,0.535897433757782,0.5425072480979021,0.6512820512820513,0.6443217254864899,1051.6071684360504
ToeSegmentation1,2,40,228,0.6447368264198303,0.6340288924558588,0.9254385964912281,0.9254544107603331,0.566,0.6447368264198303,0.6444016559160488,0.9166666666666666,0.9164519690835481,0.555,0.6140350699424744,0.6104077669902912,0.9122807017543859,0.9123414912888597,0.5545,0.6535087823867798,0.6534487734487735,0.8991228070175439,0.8990351029721757,0.54700005,0.6666666865348816,0.6640818858560794,0.9298245614035088,0.9297377374770052,0.5195,0.6710526347160339,0.6676707802934603,0.9078947368421053,0.9079142270195621,0.53400004,0.6578947305679321,0.6546796116504854,0.9035087719298246,0.9035682426404995,139.66446495056152
OliveOil,4,30,30,0.9000000357627869,0.8735087719298245,0.8333333333333334,0.825682288725767,0.29025,0.9000000357627869,0.8735087719298245,0.7666666666666667,0.7322710622710622,0.28575,0.9000000357627869,0.8735087719298245,0.7666666666666667,0.7341212121212121,0.27325,0.9000000357627869,0.8628571428571428,0.7666666666666667,0.7064327485380116,0.27625,0.9333333969116211,0.9302944862155388,0.7666666666666667,0.7322710622710622,0.282,0.8666667342185974,0.7841148325358851,0.7333333333333333,0.67,0.264,0.9000000357627869,0.8735087719298245,0.7666666666666667,0.7011417432470064,57.18354892730713
Coffee,2,28,28,1.0,1.0,0.8214285714285714,0.8178994918125354,0.55550003,1.0,1.0,0.7857142857142857,0.7857142857142857,0.53499997,1.0,1.0,0.7857142857142857,0.7834821428571429,0.5335,1.0,1.0,0.8928571428571429,0.8924423963133641,0.4815,1.0,1.0,0.8928571428571429,0.8907396950875212,0.5205,1.0,1.0,0.8214285714285714,0.8207373271889402,0.532,1.0,1.0,0.8571428571428571,0.855654761904762,70.17092680931091
Car,4,60,60,0.8500000238418579,0.8581885856079405,0.5333333333333333,0.4919761867130289,0.27499998,0.8333333730697632,0.835898092801899,0.5833333333333334,0.5533333333333333,0.27899998,0.8833333849906921,0.8802776171197224,0.55,0.49871252204585537,0.28825,0.8500000238418579,0.8532254782254782,0.5333333333333333,0.49749507458485787,0.26575002,0.8500000238418579,0.8507379560011139,0.48333333333333334,0.46905103995621233,0.30425,0.8500000238418579,0.8458689458689458,0.6,0.5228646110225058,0.27075,0.8333333730697632,0.827735027798106,0.4,0.2720906432748538,168.46330881118774
MoteStrain,2,20,1252,0.8809903860092163,0.8799419493311623,0.8865814696485623,0.8856791953716843,0.5395,0.8658146858215332,0.8650211000790611,0.8801916932907349,0.8802205948421381,0.541,0.865015983581543,0.8640961657658353,0.8937699680511182,0.8938940705417525,0.52199996,0.8570287227630615,0.8560922312485111,0.8929712460063898,0.8925646774637136,0.5525,0.8458466529846191,0.8439784727535699,0.8682108626198083,0.8681486291968231,0.5535,0.8442491888999939,0.8427312988163298,0.9017571884984026,0.9015239577999832,0.5445,0.8482428193092346,0.8478452201856457,0.8698083067092651,0.8691680913745921,75.5948760509491
UWaveGestureLibraryZ,8,896,3582,0.6962590217590332,0.6839292312840607,0.6756002233389168,0.6647282947696005,0.139375,0.6920714378356934,0.674706982691532,0.6764377442769403,0.6691388850646998,0.13825,0.6853712797164917,0.6716593762903655,0.6758793969849246,0.6642990924959241,0.1245,0.6848129034042358,0.6752072161300938,0.675321049692909,0.6627844839348297,0.12525,0.6873254776000977,0.6833401042529311,0.6700167504187605,0.6600279300614755,0.13425,0.6842545866966248,0.6740890308906996,0.6672250139586823,0.6430358338346508,0.133,0.679787814617157,0.6743393952005009,0.6666666666666666,0.6522652439762496,2454.115842819214
MedicalImages,10,381,760,0.7434210777282715,0.6968216987392939,0.7407894736842106,0.7274124136822485,0.10879998,0.7500000596046448,0.6885752602185461,0.7342105263157894,0.7265708092197677,0.10760001,0.7513158321380615,0.7012854659945791,0.7578947368421053,0.7533522183276515,0.1091,0.7473684549331665,0.6795260443028788,0.7513157894736842,0.742856564127291,0.111600004,0.7447368502616882,0.6896674462101935,0.7473684210526316,0.7388984738950252,0.108899996,0.7394737005233765,0.6724273166781531,0.756578947368421,0.7480871302951617,0.11170001,0.7263157963752747,0.6493871882582136,0.7552631578947369,0.7460339814996054,987.6677234172821
SmallKitchenAppliances,3,375,375,0.5706666707992554,0.5523898050213506,0.7493333333333333,0.7513418932867134,0.33200002,0.5519999861717224,0.540402255142446,0.7226666666666667,0.7247018604653952,0.342,0.5519999861717224,0.4978703671596893,0.7173333333333334,0.7202319730148199,0.35066667,0.5600000023841858,0.4495320855614973,0.72,0.7125990060198432,0.33799997,0.5706666707992554,0.5419956854739464,0.712,0.7107337107337107,0.32700002,0.581333339214325,0.5639702688416833,0.728,0.7303730004540615,0.3543333,0.5893333554267883,0.573665008291874,0.7146666666666667,0.7132153433313523,1141.6391122341156
ECGFiveDays,2,23,861,0.9616724252700806,0.9616623376623377,0.8060394889663183,0.8059085974738152,0.5545,0.9802554845809937,0.980255090684671,0.8153310104529616,0.814224837632127,0.5495,0.9639953374862671,0.9639572364378823,0.7816492450638792,0.7815390430991245,0.5415,0.9512194991111755,0.951200487968131,0.8687572590011614,0.8675711384189897,0.544,0.9570267200469971,0.9570153482880756,0.8048780487804879,0.8047690026679423,0.525,0.9860627055168152,0.9860626989694059,0.7909407665505227,0.7909418945882577,0.5225,0.9779326319694519,0.9779307311769063,0.7793263646922184,0.7793281507712402,106.19580435752869
MiddlePhalanxOutlineAgeGroup,3,400,154,0.6233766078948975,0.5006936702588877,0.6493506493506493,0.5822401298858698,0.32533333,0.6233766078948975,0.46170999245904515,0.6428571428571429,0.5622217935559429,0.35966668,0.5974025726318359,0.4345639981423927,0.6623376623376623,0.6030469371645842,0.36966667,0.6233766078948975,0.48652291105121287,0.6623376623376623,0.613243704152795,0.33866668,0.6168830990791321,0.4484848484848485,0.6493506493506493,0.5747725659230085,0.333,0.6298701167106628,0.5063553191922896,0.6623376623376623,0.6035609329726978,0.33733332,0.6103895902633667,0.5054049667261808,0.6688311688311688,0.6013912534017143,604.2566275596619
UWaveGestureLibraryX,8,896,3582,0.7560021877288818,0.7392575459605021,0.768285873813512,0.7551274816197411,0.13974999,0.7523729205131531,0.7435169416975469,0.7694025683975433,0.7624432945283653,0.13212499,0.752652108669281,0.7408001450295728,0.760748185371301,0.7425322765366918,0.12925,0.733668327331543,0.7203753529246038,0.7668900055834729,0.7578332194895951,0.13350001,0.7487437129020691,0.7428421274072987,0.7654941373534339,0.7565890452946462,0.12575,0.7303182482719421,0.7113325945190282,0.7668900055834729,0.7589345850487185,0.12775001,0.7213846445083618,0.7078361030889037,0.7716359575656058,0.7619764882757936,2479.9554710388184
ToeSegmentation2,2,36,130,0.8230769038200378,0.5247178508981084,0.8615384615384616,0.8591754446285126,0.548,0.8153846263885498,0.4491525423728814,0.8923076923076924,0.8860973888496825,0.5295,0.8461538553237915,0.6775793650793651,0.8769230769230769,0.863500747711274,0.523,0.8307692408561707,0.5299145299145299,0.8769230769230769,0.8668531468531468,0.515,0.8307692408561707,0.5597290640394088,0.9,0.893061588150128,0.5325,0.8461538553237915,0.5997536945812808,0.8692307692307693,0.8601574614270905,0.5535,0.8307692408561707,0.5855072463768116,0.8538461538461538,0.8437053980655718,105.22088527679443
UWaveGestureLibraryAll,8,896,3582,0.9483528137207031,0.9480916644919537,0.92071468453378,0.9209385748025744,0.1575,0.9416526556015015,0.9419373266258801,0.9112227805695142,0.9107356771025994,0.132375,0.9455611109733582,0.9455492690759908,0.9142936906756002,0.9137408326840345,0.126,0.9221104979515076,0.9218502222647349,0.9095477386934674,0.9092964846110201,0.130375,0.9165270328521729,0.9168498203822293,0.9050809603573423,0.9042978455961257,0.1355,0.9031267166137695,0.9020084195768994,0.8994974874371859,0.8986681623491491,0.12550001,0.9159687161445618,0.9155534677279809,0.8894472361809045,0.8890895377133409,3277.902631521225
Strawberry,2,613,370,0.978378415107727,0.9763646235906608,0.981081081081081,0.9810649447065257,0.5115,0.9810811281204224,0.9794240317775571,0.9675675675675676,0.9675675675675676,0.515,0.9810811281204224,0.9795578497067854,0.972972972972973,0.972972972972973,0.5095,0.978378415107727,0.9765235874496367,0.9702702702702702,0.9701925091169926,0.50049996,0.9810811281204224,0.9793544890036747,0.9648648648648649,0.9650049073533079,0.5065,0.9756757020950317,0.973545183714002,0.9702702702702702,0.9704323699146632,0.50450003,0.9729729890823364,0.9704557794883261,0.9675675675675676,0.9677673148261383,2780.8731231689453
